date,pit_id,target_tons,actual_tons,rainfall_mm,excavator_downtime_hrs,dumper_downtime_hrs,blasting_delay_mins
2025-02-27,Vizianagaram_Pit_2,550,459,5.9,0.6,2.4,0
2025-02-27,Sandur_Pit_1,750,677,9.3,0.0,1.5,15
2025-02-27,Ballari_Pit_2,650,590,5.6,0.2,1.6,0
2025-02-28,Bharveli_Pit_1,850,805,0.7,0.9,0.9,0
2025-02-28,Ukwa_Pit_2,600,520,2.8,2.5,0.1,0
2025-02-28,Tirodi_Pit_3,750,705,0.2,0.0,1.7,15
2025-02-28,Dongri_Buzurg_Pit_4,900,736,0.0,2.0,5.9,0
2025-02-28,Mansar_Pit_5,500,371,0.5,2.2,4.2,0
2025-02-28,Kandri_Pit_6,650,568,0.1,1.0,0.0,30
2025-02-28,Keonjhar_Pit_1,800,772,0.7,0.0,1.4,0
2025-02-28,Barbil_Pit_2,850,735,0.6,1.4,0.5,45
2025-02-28,Joda_Pit_3,700,662,0.9,0.9,0.1,0
2025-02-28,Garividi_Pit_1,600,463,0.5,0.3,2.7,60
2025-02-28,Vizianagaram_Pit_2,550,489,0.2,0.7,0.7,45
2025-02-28,Sandur_Pit_1,750,710,0.8,0.6,1.2,0
2025-02-28,Ballari_Pit_2,650,549,1.7,1.8,2.3,0
2025-03-01,Bharveli_Pit_1,850,802,0.9,0.6,1.8,0
2025-03-01,Ukwa_Pit_2,600,563,0.1,0.5,1.9,0
2025-03-01,Tirodi_Pit_3,750,635,4.3,2.5,0.6,0
2025-03-01,Dongri_Buzurg_Pit_4,900,808,1.1,0.3,1.8,30
2025-03-01,Mansar_Pit_5,500,447,1.0,0.2,2.1,0
2025-03-01,Kandri_Pit_6,650,513,2.2,0.3,0.1,90
2025-03-01,Keonjhar_Pit_1,800,718,4.0,0.4,1.0,15
2025-03-01,Barbil_Pit_2,850,802,1.1,0.6,0.6,15
2025-03-01,Joda_Pit_3,700,565,5.4,1.3,2.8,15
2025-03-01,Garividi_Pit_1,600,550,3.0,0.0,2.7,0
2025-03-01,Vizianagaram_Pit_2,550,479,2.9,0.3,3.2,0
2025-03-01,Sandur_Pit_1,750,531,0.3,4.3,1.8,30
2025-03-01,Ballari_Pit_2,650,573,1.8,1.0,1.8,15
2025-03-02,Bharveli_Pit_1,850,802,1.1,0.4,2.3,0
2025-03-02,Ukwa_Pit_2,600,530,2.0,1.5,0.4,0
2025-03-02,Tirodi_Pit_3,750,671,0.3,1.0,3.0,0
2025-03-02,Dongri_Buzurg_Pit_4,900,779,1.3,2.9,0.6,0
2025-03-02,Mansar_Pit_5,500,499,0.0,0.1,0.5,0
2025-03-02,Kandri_Pit_6,650,590,1.6,0.2,0.6,15
2025-03-02,Keonjhar_Pit_1,800,690,6.7,0.1,3.5,15
2025-03-02,Barbil_Pit_2,850,791,0.1,0.1,1.5,0
2025-03-02,Joda_Pit_3,700,620,5.0,0.6,0.2,30
2025-03-02,Garividi_Pit_1,600,466,2.4,2.5,2.5,15
2025-03-02,Vizianagaram_Pit_2,550,437,2.3,3.2,0.6,0
2025-03-02,Sandur_Pit_1,750,688,2.2,1.1,1.4,0
2025-03-02,Ballari_Pit_2,650,586,2.6,0.4,1.8,15
2025-03-03,Bharveli_Pit_1,850,699,0.2,2.0,4.0,15
2025-03-03,Ukwa_Pit_2,600,515,0.2,0.6,2.1,30
2025-03-03,Tirodi_Pit_3,750,659,0.6,0.0,1.2,45
2025-03-03,Dongri_Buzurg_Pit_4,900,847,6.3,0.9,1.2,0
2025-03-03,Mansar_Pit_5,500,461,1.9,0.5,0.4,0
2025-03-03,Kandri_Pit_6,650,516,0.8,0.1,0.3,90
2025-03-03,Keonjhar_Pit_1,800,556,4.1,6.0,1.4,30
2025-03-03,Barbil_Pit_2,850,813,0.8,0.4,0.8,15
2025-03-03,Joda_Pit_3,700,631,0.3,1.1,0.2,15
2025-03-03,Garividi_Pit_1,600,438,2.4,1.3,2.2,45
2025-03-03,Vizianagaram_Pit_2,550,536,1.9,0.2,0.0,0
2025-03-03,Sandur_Pit_1,750,657,1.2,1.1,3.0,0
2025-03-03,Ballari_Pit_2,650,622,1.8,0.9,0.1,0
2025-03-04,Bharveli_Pit_1,850,783,0.2,1.0,1.3,0
2025-03-04,Ukwa_Pit_2,600,535,0.1,0.8,1.9,0
2025-03-04,Tirodi_Pit_3,750,597,0.7,1.0,3.7,30
2025-03-04,Dongri_Buzurg_Pit_4,900,838,0.9,1.1,1.0,0
2025-03-04,Mansar_Pit_5,500,406,2.4,0.9,0.7,45
2025-03-04,Kandri_Pit_6,650,568,2.3,0.6,2.3,0
2025-03-04,Keonjhar_Pit_1,800,687,1.1,3.0,0.5,0
2025-03-04,Barbil_Pit_2,850,812,0.9,0.1,0.7,15
2025-03-04,Joda_Pit_3,700,495,0.4,1.2,9.8,0
2025-03-04,Garividi_Pit_1,600,523,0.2,2.4,0.9,0
2025-03-04,Vizianagaram_Pit_2,550,488,2.2,0.6,1.7,0
2025-03-04,Sandur_Pit_1,750,680,0.3,0.7,1.5,15
2025-03-04,Ballari_Pit_2,650,622,1.0,0.5,0.2,0
2025-03-05,Bharveli_Pit_1,850,811,0.5,0.1,1.3,15
2025-03-05,Ukwa_Pit_2,600,515,4.1,0.9,0.7,30
2025-03-05,Tirodi_Pit_3,750,645,1.7,2.6,0.8,0
2025-03-05,Dongri_Buzurg_Pit_4,900,853,0.3,0.2,0.9,15
2025-03-05,Mansar_Pit_5,500,433,3.5,0.1,1.0,15
2025-03-05,Kandri_Pit_6,650,497,3.5,1.7,0.5,60
2025-03-05,Keonjhar_Pit_1,800,690,1.7,3.0,1.8,0
2025-03-05,Barbil_Pit_2,850,631,3.3,3.3,0.0,90
2025-03-05,Joda_Pit_3,700,650,1.2,1.1,0.8,0
2025-03-05,Garividi_Pit_1,600,502,1.8,2.6,0.8,0
2025-03-05,Vizianagaram_Pit_2,550,452,3.4,1.9,1.4,0
2025-03-05,Sandur_Pit_1,750,636,3.2,0.9,2.8,15
2025-03-05,Ballari_Pit_2,650,481,1.1,3.5,1.2,15
2025-03-06,Bharveli_Pit_1,850,786,0.5,1.1,1.4,0
2025-03-06,Ukwa_Pit_2,600,544,2.9,0.8,0.4,15
2025-03-06,Tirodi_Pit_3,750,729,0.2,0.6,0.3,0
2025-03-06,Dongri_Buzurg_Pit_4,900,873,0.1,0.6,1.1,0
2025-03-06,Mansar_Pit_5,500,392,1.0,2.0,0.3,15
2025-03-06,Kandri_Pit_6,650,494,4.2,0.9,5.1,0
2025-03-06,Keonjhar_Pit_1,800,780,0.2,0.0,0.3,15
2025-03-06,Barbil_Pit_2,850,752,5.8,2.0,0.6,0
2025-03-06,Joda_Pit_3,700,681,0.4,0.1,0.2,15
2025-03-06,Garividi_Pit_1,600,450,9.1,1.3,4.8,0
2025-03-06,Vizianagaram_Pit_2,550,504,1.0,0.9,0.1,0
2025-03-06,Sandur_Pit_1,750,693,1.1,0.7,0.9,0
2025-03-06,Ballari_Pit_2,650,550,0.8,0.2,0.2,60
2025-03-07,Bharveli_Pit_1,850,817,0.8,0.5,0.4,0
2025-03-07,Ukwa_Pit_2,600,482,0.4,1.8,1.8,15
2025-03-07,Tirodi_Pit_3,750,688,0.2,0.4,0.7,30
2025-03-07,Dongri_Buzurg_Pit_4,900,763,9.8,0.3,3.3,30
2025-03-07,Mansar_Pit_5,500,334,1.1,4.2,0.3,30
2025-03-07,Kandri_Pit_6,650,564,0.8,1.4,0.9,15
2025-03-07,Keonjhar_Pit_1,800,743,4.0,0.1,1.9,0
2025-03-07,Barbil_Pit_2,850,794,1.1,0.9,0.8,15
2025-03-07,Joda_Pit_3,700,536,0.3,0.2,4.8,45
2025-03-07,Garividi_Pit_1,600,410,4.8,5.2,0.4,0
2025-03-07,Vizianagaram_Pit_2,550,466,1.1,0.5,1.4,15
2025-03-07,Sandur_Pit_1,750,678,0.4,0.7,1.3,15
2025-03-07,Ballari_Pit_2,650,581,0.1,0.5,2.4,15
2025-03-08,Bharveli_Pit_1,850,740,0.6,1.3,1.3,30
2025-03-08,Ukwa_Pit_2,600,565,1.3,0.2,0.5,0
2025-03-08,Tirodi_Pit_3,750,727,1.8,0.8,0.5,0
2025-03-08,Dongri_Buzurg_Pit_4,900,793,2.7,0.0,1.4,60
2025-03-08,Mansar_Pit_5,500,476,0.4,0.7,0.2,15
2025-03-08,Kandri_Pit_6,650,547,1.5,2.5,0.3,0
2025-03-08,Keonjhar_Pit_1,800,678,4.0,0.9,3.5,15
2025-03-08,Barbil_Pit_2,850,715,2.8,2.7,1.4,0
2025-03-08,Joda_Pit_3,700,661,0.6,0.2,0.5,0
2025-03-08,Garividi_Pit_1,600,546,1.1,1.1,0.1,0
2025-03-08,Vizianagaram_Pit_2,550,503,0.4,0.8,0.4,0
2025-03-08,Sandur_Pit_1,750,647,0.0,1.2,1.8,30
2025-03-08,Ballari_Pit_2,650,547,5.4,0.0,0.3,45
2025-03-09,Bharveli_Pit_1,850,629,2.2,1.3,4.3,90
2025-03-09,Ukwa_Pit_2,600,513,2.5,0.4,3.4,0
2025-03-09,Tirodi_Pit_3,750,683,0.6,0.3,0.2,45
2025-03-09,Dongri_Buzurg_Pit_4,900,821,1.4,1.2,0.4,30
2025-03-09,Mansar_Pit_5,500,349,1.1,0.3,6.0,15
2025-03-09,Kandri_Pit_6,650,547,5.5,0.4,2.4,30
2025-03-09,Keonjhar_Pit_1,800,724,2.2,1.4,1.4,0
2025-03-09,Barbil_Pit_2,850,806,1.4,0.4,0.9,15
2025-03-09,Joda_Pit_3,700,636,1.0,0.3,0.4,30
2025-03-09,Garividi_Pit_1,600,476,4.8,0.5,2.2,45
2025-03-09,Vizianagaram_Pit_2,550,494,6.3,0.5,0.7,0
2025-03-09,Sandur_Pit_1,750,730,1.3,0.1,0.5,0
2025-03-09,Ballari_Pit_2,650,483,0.7,2.2,3.1,30
2025-03-10,Bharveli_Pit_1,850,706,0.3,1.3,4.6,15
2025-03-10,Ukwa_Pit_2,600,584,2.1,0.8,0.2,0
2025-03-10,Tirodi_Pit_3,750,580,3.2,2.2,0.2,60
2025-03-10,Dongri_Buzurg_Pit_4,900,760,2.8,1.8,4.7,0
2025-03-10,Mansar_Pit_5,500,418,3.9,0.2,2.0,30
2025-03-10,Kandri_Pit_6,650,582,4.1,0.2,0.1,30
2025-03-10,Keonjhar_Pit_1,800,712,1.3,2.1,0.8,0
2025-03-10,Barbil_Pit_2,850,754,0.4,1.4,1.1,15
2025-03-10,Joda_Pit_3,700,536,1.2,1.9,2.8,30
2025-03-10,Garividi_Pit_1,600,475,0.9,2.3,2.1,0
2025-03-10,Vizianagaram_Pit_2,550,385,1.0,2.4,0.1,60
2025-03-10,Sandur_Pit_1,750,641,0.6,0.3,4.6,0
2025-03-10,Ballari_Pit_2,650,615,3.0,0.5,0.2,0
2025-03-11,Bharveli_Pit_1,850,800,0.9,0.5,0.7,15
2025-03-11,Ukwa_Pit_2,600,486,1.2,2.3,1.1,15
2025-03-11,Tirodi_Pit_3,750,695,2.2,1.0,0.9,0
2025-03-11,Dongri_Buzurg_Pit_4,900,827,3.1,0.2,2.7,15
2025-03-11,Mansar_Pit_5,500,451,0.6,1.5,1.2,0
2025-03-11,Kandri_Pit_6,650,386,1.8,6.0,0.9,45
2025-03-11,Keonjhar_Pit_1,800,773,0.5,0.6,0.4,0
2025-03-11,Barbil_Pit_2,850,725,4.9,2.0,2.2,0
2025-03-11,Joda_Pit_3,700,671,1.1,0.1,1.1,0
2025-03-11,Garividi_Pit_1,600,513,0.9,1.1,2.0,0
2025-03-11,Vizianagaram_Pit_2,550,482,0.8,0.6,1.8,15
2025-03-11,Sandur_Pit_1,750,626,4.0,2.2,0.0,30
2025-03-11,Ballari_Pit_2,650,452,1.3,4.8,2.2,0
2025-03-12,Bharveli_Pit_1,850,629,1.5,5.3,3.1,0
2025-03-12,Ukwa_Pit_2,600,525,0.0,0.6,0.4,30
2025-03-12,Tirodi_Pit_3,750,694,0.8,1.9,0.0,0
2025-03-12,Dongri_Buzurg_Pit_4,900,877,0.1,0.2,1.3,0
2025-03-12,Mansar_Pit_5,500,387,1.1,0.5,3.3,45
2025-03-12,Kandri_Pit_6,650,540,0.2,3.4,0.1,0
2025-03-12,Keonjhar_Pit_1,800,740,0.7,0.4,0.3,30
2025-03-12,Barbil_Pit_2,850,786,0.3,0.1,3.8,0
2025-03-12,Joda_Pit_3,700,579,3.4,0.9,0.1,60
2025-03-12,Garividi_Pit_1,600,517,0.4,2.1,0.0,15
2025-03-12,Vizianagaram_Pit_2,550,340,2.9,3.0,3.8,30
2025-03-12,Sandur_Pit_1,750,718,0.7,0.4,0.8,0
2025-03-12,Ballari_Pit_2,650,603,1.6,0.2,1.9,0
2025-03-13,Bharveli_Pit_1,850,779,3.2,1.5,1.7,0
2025-03-13,Ukwa_Pit_2,600,580,1.6,0.1,0.8,0
2025-03-13,Tirodi_Pit_3,750,649,0.4,0.5,4.7,0
2025-03-13,Dongri_Buzurg_Pit_4,900,777,2.9,0.1,6.4,0
2025-03-13,Mansar_Pit_5,500,397,2.0,0.2,0.3,60
2025-03-13,Kandri_Pit_6,650,491,5.0,2.4,1.6,30
2025-03-13,Keonjhar_Pit_1,800,754,0.8,1.1,0.7,0
2025-03-13,Barbil_Pit_2,850,774,1.8,1.9,0.8,0
2025-03-13,Joda_Pit_3,700,624,0.7,1.1,1.5,15
2025-03-13,Garividi_Pit_1,600,534,0.9,1.9,0.4,0
2025-03-13,Vizianagaram_Pit_2,550,437,0.2,2.4,0.7,15
2025-03-13,Sandur_Pit_1,750,711,0.1,1.3,0.6,0
2025-03-13,Ballari_Pit_2,650,632,1.0,0.1,0.3,0
2025-03-14,Bharveli_Pit_1,850,767,0.2,2.7,0.0,0
2025-03-14,Ukwa_Pit_2,600,484,5.2,0.2,5.4,0
2025-03-14,Tirodi_Pit_3,750,644,2.7,0.9,3.5,15
2025-03-14,Dongri_Buzurg_Pit_4,900,800,0.4,2.7,0.6,0
2025-03-14,Mansar_Pit_5,500,339,2.9,0.5,4.9,30
2025-03-14,Kandri_Pit_6,650,620,0.1,0.3,1.0,0
2025-03-14,Keonjhar_Pit_1,800,685,2.7,2.8,0.9,0
2025-03-14,Barbil_Pit_2,850,737,1.3,0.5,3.8,15
2025-03-14,Joda_Pit_3,700,623,2.9,1.8,0.7,0
2025-03-14,Garividi_Pit_1,600,414,3.2,3.1,1.6,30
2025-03-14,Vizianagaram_Pit_2,550,439,3.3,2.1,0.8,0
2025-03-14,Sandur_Pit_1,750,676,1.2,1.5,0.7,15
2025-03-14,Ballari_Pit_2,650,567,0.4,1.5,1.3,0
2025-03-15,Bharveli_Pit_1,850,709,1.3,0.3,5.5,30
2025-03-15,Ukwa_Pit_2,600,466,6.3,0.6,1.0,45
2025-03-15,Tirodi_Pit_3,750,719,0.6,0.7,0.2,0
2025-03-15,Dongri_Buzurg_Pit_4,900,781,0.0,0.0,6.1,0
2025-03-15,Mansar_Pit_5,500,427,1.6,0.2,2.1,15
2025-03-15,Kandri_Pit_6,650,452,2.6,1.6,5.9,15
2025-03-15,Keonjhar_Pit_1,800,729,0.1,2.5,0.2,0
2025-03-15,Barbil_Pit_2,850,795,3.4,1.0,0.8,0
2025-03-15,Joda_Pit_3,700,593,4.1,0.1,2.4,30
2025-03-15,Garividi_Pit_1,600,516,0.4,0.6,0.3,30
2025-03-15,Vizianagaram_Pit_2,550,531,0.4,0.3,0.1,0
2025-03-15,Sandur_Pit_1,750,644,1.6,2.1,1.8,0
2025-03-15,Ballari_Pit_2,650,599,0.6,0.1,2.1,0
2025-03-16,Bharveli_Pit_1,850,784,0.7,0.8,1.3,15
2025-03-16,Ukwa_Pit_2,600,387,1.9,3.9,2.1,45
2025-03-16,Tirodi_Pit_3,750,670,2.9,1.0,0.3,15
2025-03-16,Dongri_Buzurg_Pit_4,900,822,1.3,0.8,0.7,15
2025-03-16,Mansar_Pit_5,500,416,0.4,1.8,0.3,0
2025-03-16,Kandri_Pit_6,650,617,1.2,0.4,1.3,0
2025-03-16,Keonjhar_Pit_1,800,691,5.4,2.8,1.1,0
2025-03-16,Barbil_Pit_2,850,774,5.1,0.0,1.3,30
2025-03-16,Joda_Pit_3,700,585,1.3,0.1,5.7,15
2025-03-16,Garividi_Pit_1,600,568,1.3,0.6,0.1,0
2025-03-16,Vizianagaram_Pit_2,550,513,3.6,0.3,0.3,15
2025-03-16,Sandur_Pit_1,750,692,0.1,0.1,2.9,0
2025-03-16,Ballari_Pit_2,650,582,0.1,0.6,3.0,0
2025-03-17,Bharveli_Pit_1,850,792,1.2,0.9,1.4,0
2025-03-17,Ukwa_Pit_2,600,565,0.8,0.1,0.7,0
2025-03-17,Tirodi_Pit_3,750,686,0.7,1.1,1.0,0
2025-03-17,Dongri_Buzurg_Pit_4,900,812,2.8,0.4,0.6,45
2025-03-17,Mansar_Pit_5,500,433,4.9,1.0,1.3,0
2025-03-17,Kandri_Pit_6,650,539,0.8,2.1,1.3,15
2025-03-17,Keonjhar_Pit_1,800,682,1.8,0.1,1.8,60
2025-03-17,Barbil_Pit_2,850,770,1.7,0.1,1.4,30
2025-03-17,Joda_Pit_3,700,586,2.1,2.5,1.6,0
2025-03-17,Garividi_Pit_1,600,498,0.7,0.2,3.8,30
2025-03-17,Vizianagaram_Pit_2,550,469,0.4,1.6,1.0,0
2025-03-17,Sandur_Pit_1,750,736,1.9,0.0,0.6,0
2025-03-17,Ballari_Pit_2,650,566,0.5,1.6,0.9,15
2025-03-18,Bharveli_Pit_1,850,789,0.0,0.0,0.9,30
2025-03-18,Ukwa_Pit_2,600,459,1.0,1.9,0.2,60
2025-03-18,Tirodi_Pit_3,750,609,2.8,3.1,1.8,0
2025-03-18,Dongri_Buzurg_Pit_4,900,758,0.8,1.3,2.3,45
2025-03-18,Mansar_Pit_5,500,418,0.5,1.8,2.1,0
2025-03-18,Kandri_Pit_6,650,446,0.7,4.5,1.6,30
2025-03-18,Keonjhar_Pit_1,800,711,7.5,0.5,2.6,0
2025-03-18,Barbil_Pit_2,850,769,5.9,0.3,0.6,30
2025-03-18,Joda_Pit_3,700,614,1.0,1.0,0.9,30
2025-03-18,Garividi_Pit_1,600,587,0.4,0.5,0.8,0
2025-03-18,Vizianagaram_Pit_2,550,452,1.8,2.4,0.3,15
2025-03-18,Sandur_Pit_1,750,684,2.4,0.6,1.1,0
2025-03-18,Ballari_Pit_2,650,601,2.4,1.2,0.1,0
2025-03-19,Bharveli_Pit_1,850,704,1.4,2.6,2.0,15
2025-03-19,Ukwa_Pit_2,600,496,3.2,2.2,1.0,0
2025-03-19,Tirodi_Pit_3,750,681,2.4,0.1,3.2,0
2025-03-19,Dongri_Buzurg_Pit_4,900,795,0.1,0.9,0.9,45
2025-03-19,Mansar_Pit_5,500,375,1.6,0.1,5.7,15
2025-03-19,Kandri_Pit_6,650,572,0.7,0.7,3.1,0
2025-03-19,Keonjhar_Pit_1,800,727,0.7,1.7,1.0,0
2025-03-19,Barbil_Pit_2,850,755,0.4,0.4,4.5,0
2025-03-19,Joda_Pit_3,700,565,0.4,2.4,1.0,30
2025-03-19,Garividi_Pit_1,600,535,8.2,0.1,0.2,30
2025-03-19,Vizianagaram_Pit_2,550,512,0.1,0.0,2.4,0
2025-03-19,Sandur_Pit_1,750,693,1.3,1.0,0.9,0
2025-03-19,Ballari_Pit_2,650,600,1.1,0.8,1.0,0
2025-03-20,Bharveli_Pit_1,850,753,4.4,2.5,0.7,15
2025-03-20,Ukwa_Pit_2,600,458,0.7,3.5,0.2,15
2025-03-20,Tirodi_Pit_3,750,611,0.7,0.4,0.8,90
2025-03-20,Dongri_Buzurg_Pit_4,900,865,0.2,0.2,0.9,15
2025-03-20,Mansar_Pit_5,500,475,0.6,0.4,0.1,0
2025-03-20,Kandri_Pit_6,650,530,4.8,0.0,2.7,60
2025-03-20,Keonjhar_Pit_1,800,663,0.2,0.2,5.2,15
2025-03-20,Barbil_Pit_2,850,629,2.6,5.9,0.5,15
2025-03-20,Joda_Pit_3,700,598,1.5,0.6,0.3,60
2025-03-20,Garividi_Pit_1,600,530,1.8,0.3,1.3,15
2025-03-20,Vizianagaram_Pit_2,550,361,1.4,5.1,1.5,0
2025-03-20,Sandur_Pit_1,750,673,1.0,0.5,0.9,30
2025-03-20,Ballari_Pit_2,650,571,1.3,1.7,1.4,0
2025-03-21,Bharveli_Pit_1,850,807,0.5,0.8,0.5,0
2025-03-21,Ukwa_Pit_2,600,467,2.1,0.8,0.9,60
2025-03-21,Tirodi_Pit_3,750,642,0.3,0.9,3.2,15
2025-03-21,Dongri_Buzurg_Pit_4,900,861,2.5,0.5,0.2,0
2025-03-21,Mansar_Pit_5,500,290,0.6,3.7,5.1,0
2025-03-21,Kandri_Pit_6,650,466,0.9,2.5,5.4,0
2025-03-21,Keonjhar_Pit_1,800,761,2.3,0.4,2.1,0
2025-03-21,Barbil_Pit_2,850,841,0.1,0.5,0.7,0
2025-03-21,Joda_Pit_3,700,580,0.4,0.4,5.9,0
2025-03-21,Garividi_Pit_1,600,436,1.2,0.9,6.6,0
2025-03-21,Vizianagaram_Pit_2,550,497,1.9,0.1,1.8,0
2025-03-21,Sandur_Pit_1,750,667,1.8,1.5,0.4,30
2025-03-21,Ballari_Pit_2,650,540,0.3,3.4,0.1,0
2025-03-22,Bharveli_Pit_1,850,798,0.9,1.1,1.3,0
2025-03-22,Ukwa_Pit_2,600,553,0.5,0.6,1.9,0
2025-03-22,Tirodi_Pit_3,750,557,0.9,0.5,6.0,60
2025-03-22,Dongri_Buzurg_Pit_4,900,853,0.1,0.4,0.5,15
2025-03-22,Mansar_Pit_5,500,379,3.0,2.1,3.0,0
2025-03-22,Kandri_Pit_6,650,597,0.1,1.3,0.0,0
2025-03-22,Keonjhar_Pit_1,800,720,0.8,1.3,2.3,0
2025-03-22,Barbil_Pit_2,850,649,1.2,1.4,1.9,90
2025-03-22,Joda_Pit_3,700,574,0.5,1.2,1.5,45
2025-03-22,Garividi_Pit_1,600,569,1.7,0.4,1.0,0
2025-03-22,Vizianagaram_Pit_2,550,432,1.7,2.4,1.3,15
2025-03-22,Sandur_Pit_1,750,715,0.5,0.7,0.6,0
2025-03-22,Ballari_Pit_2,650,619,1.4,0.4,0.5,0
2025-03-23,Bharveli_Pit_1,850,708,0.2,1.6,2.6,30
2025-03-23,Ukwa_Pit_2,600,500,0.2,1.1,2.9,15
2025-03-23,Tirodi_Pit_3,750,695,1.5,0.0,1.6,0
2025-03-23,Dongri_Buzurg_Pit_4,900,850,1.1,0.4,1.3,0
2025-03-23,Mansar_Pit_5,500,429,0.4,0.1,0.3,45
2025-03-23,Kandri_Pit_6,650,599,1.5,0.7,0.2,15
2025-03-23,Keonjhar_Pit_1,800,784,2.0,0.1,0.2,0
2025-03-23,Barbil_Pit_2,850,831,0.6,0.2,0.5,0
2025-03-23,Joda_Pit_3,700,596,3.6,1.4,0.2,30
2025-03-23,Garividi_Pit_1,600,451,0.6,1.1,0.7,90
2025-03-23,Vizianagaram_Pit_2,550,469,5.3,0.0,1.9,30
2025-03-23,Sandur_Pit_1,750,497,3.6,4.0,5.9,0
2025-03-23,Ballari_Pit_2,650,486,2.1,0.2,1.7,90
2025-03-24,Bharveli_Pit_1,850,805,4.9,0.6,0.1,0
2025-03-24,Ukwa_Pit_2,600,567,1.2,0.1,0.9,0
2025-03-24,Tirodi_Pit_3,750,669,5.3,1.1,0.6,15
2025-03-24,Dongri_Buzurg_Pit_4,900,811,0.9,1.3,1.7,30
2025-03-24,Mansar_Pit_5,500,462,0.6,0.4,0.2,15
2025-03-24,Kandri_Pit_6,650,544,4.1,2.4,1.0,0
2025-03-24,Keonjhar_Pit_1,800,699,0.2,1.2,2.8,0
2025-03-24,Barbil_Pit_2,850,804,4.2,0.3,1.3,0
2025-03-24,Joda_Pit_3,700,548,0.2,2.7,2.7,30
2025-03-24,Garividi_Pit_1,600,539,1.6,0.1,2.3,15
2025-03-24,Vizianagaram_Pit_2,550,525,0.4,0.2,0.3,0
2025-03-24,Sandur_Pit_1,750,683,0.0,0.1,1.4,30
2025-03-24,Ballari_Pit_2,650,592,0.8,0.5,1.5,0
2025-03-25,Bharveli_Pit_1,850,776,2.7,1.2,0.4,0
2025-03-25,Ukwa_Pit_2,600,505,0.3,0.2,1.8,45
2025-03-25,Tirodi_Pit_3,750,675,0.4,0.1,2.7,15
2025-03-25,Dongri_Buzurg_Pit_4,900,773,1.9,1.7,1.9,30
2025-03-25,Mansar_Pit_5,500,380,2.0,0.4,5.1,0
2025-03-25,Kandri_Pit_6,650,601,1.7,0.2,2.0,0
2025-03-25,Keonjhar_Pit_1,800,748,4.9,0.3,0.2,30
2025-03-25,Barbil_Pit_2,850,741,1.4,2.7,0.3,15
2025-03-25,Joda_Pit_3,700,624,2.3,1.0,2.2,0
2025-03-25,Garividi_Pit_1,600,467,1.2,0.6,6.6,0
2025-03-25,Vizianagaram_Pit_2,550,477,1.7,0.3,3.9,0
2025-03-25,Sandur_Pit_1,750,639,4.5,0.1,1.7,45
2025-03-25,Ballari_Pit_2,650,624,2.3,0.4,0.3,0
2025-03-26,Bharveli_Pit_1,850,843,0.2,0.2,0.2,0
2025-03-26,Ukwa_Pit_2,600,553,0.3,1.1,0.4,0
2025-03-26,Tirodi_Pit_3,750,604,0.4,2.8,2.8,0
2025-03-26,Dongri_Buzurg_Pit_4,900,800,2.3,1.3,1.6,0
2025-03-26,Mansar_Pit_5,500,391,0.1,0.7,3.5,15
2025-03-26,Kandri_Pit_6,650,372,2.2,4.3,6.8,15
2025-03-26,Keonjhar_Pit_1,800,703,0.6,1.8,0.2,30
2025-03-26,Barbil_Pit_2,850,799,2.0,0.6,0.9,0
2025-03-26,Joda_Pit_3,700,508,2.9,3.0,4.5,0
2025-03-26,Garividi_Pit_1,600,526,0.6,0.1,0.5,45
2025-03-26,Vizianagaram_Pit_2,550,453,2.0,1.4,0.5,30
2025-03-26,Sandur_Pit_1,750,689,2.0,0.2,2.8,0
2025-03-26,Ballari_Pit_2,650,588,2.1,0.6,1.5,0
2025-03-27,Bharveli_Pit_1,850,763,14.7,0.3,0.5,15
2025-03-27,Ukwa_Pit_2,600,438,6.7,2.7,1.1,30
2025-03-27,Tirodi_Pit_3,750,676,0.6,1.9,0.8,0
2025-03-27,Dongri_Buzurg_Pit_4,900,733,0.8,4.4,1.6,0
2025-03-27,Mansar_Pit_5,500,467,0.1,0.1,0.2,15
2025-03-27,Kandri_Pit_6,650,540,5.3,0.8,3.0,0
2025-03-27,Keonjhar_Pit_1,800,744,0.4,0.5,1.6,0
2025-03-27,Barbil_Pit_2,850,664,0.9,0.8,8.9,0
2025-03-27,Joda_Pit_3,700,580,3.2,1.0,3.5,0
2025-03-27,Garividi_Pit_1,600,545,1.9,1.1,0.9,0
2025-03-27,Vizianagaram_Pit_2,550,466,0.5,1.5,0.6,15
2025-03-27,Sandur_Pit_1,750,512,0.4,3.5,3.1,45
2025-03-27,Ballari_Pit_2,650,636,0.3,0.0,0.0,15
2025-03-28,Bharveli_Pit_1,850,824,1.2,0.8,0.0,0
2025-03-28,Ukwa_Pit_2,600,497,2.6,0.3,2.7,15
2025-03-28,Tirodi_Pit_3,750,689,0.5,0.3,1.6,30
2025-03-28,Dongri_Buzurg_Pit_4,900,834,4.0,1.2,1.0,0
2025-03-28,Mansar_Pit_5,500,362,0.5,1.1,0.7,90
2025-03-28,Kandri_Pit_6,650,539,1.7,2.7,2.6,0
2025-03-28,Keonjhar_Pit_1,800,755,2.5,1.0,1.1,0
2025-03-28,Barbil_Pit_2,850,715,4.9,0.4,4.9,15
2025-03-28,Joda_Pit_3,700,658,2.0,0.9,0.2,0
